4.88808,15.8328
4.42216,9.1302
7.66674,13.662
5.60256,9.4832
4.68784,5.45864
7.54461,13.0746
7.4764,3.91347
6.86248,14.4
7.13482,6.5987
6.06552,3.8166
6.85284,3.57742
15.5804,12.404
6.8808,3.47061
9.24924,8.67096
5.6407,0.644562
5.91734,2.81032
5.09232,5.83528
4.10408,0.56077
5.78664,4.01698
7.0708,5.3893
6.1891,2.82474
16.216,26.1204
4.94109,4.6893
5.06088,4.15
5.5649,3.0825
18.945,20.3742
12.828,10.8008
12.0527,6.34203
11.8584,17.6304
22.203,21.7323
4.72716,-1.098
7.90728,5.9966
8.32338,9.7072
5.8918,2.03445
6.56888,6.5426
7.14006,5.47476
9.71508,4.52804
6.16693,3.73208
10.2688,10.117
6.98874,4.94766
5.94759,0.612227
8.259,4.30265
14.0496,4.30832
6.35107,2.4406
8.60717,8.07816
8.51172,0.83704
5.0702,5.64707
5.22126,2.0284
14.04,8.0043
5.5416,1.0179
9.04824,6.7504
5.3077,1.8396
6.68151,3.4308
6.84279,3.99848
5.06624,1.70796
6.3589,-1.27899
5.01936,2.97072
6.76764,5.52504
10.24122,3.56616
7.56288,6.49692
8.8254,5.1694
5.1793,-0.74279
25.5348,17.929
14.908,12.054
22.7508,15.3486
8.66184,5.37372
7.46559,6.31862
9.2124,8.55294
4.94946,1.0173
16.2728,25.1904
8.1088,6.6799
8.8014,3.62331
6.0062,1.40624
7.2259,3.3411
4.52421,-2.14456
6.5479,0.267102
7.5386,3.8845
4.53285,5.13126
9.2466,5.40208
6.12924,1.64608
6.87504,0.431577
6.22608,0.245052
6.99127,0.610749
8.79183,6.0348
7.16749,5.87796
8.5172,5.0898
8.26218,6.7981
7.2024,1.019645
5.5204,0.1824
6.07128,3.38568
6.27847,2.02961
8.40026,3.86631
5.28363,7.92319
5.3054,1.58952
7.46406,0.173448
16.0728,9.0551
4.89321,0.555345
