12.2202,35.184
11.0554,18.2604
17.0372,27.324
14.0064,23.708
11.7196,13.6466
16.7658,23.772
14.9528,8.6966
17.1562,24
12.9724,13.1974
10.1092,7.6332
11.4214,6.5044
28.328,31.01
11.468,6.3102
16.8168,14.4516
11.2814,1.43236
10.7588,7.0258
12.7308,10.6096
10.2602,1.12154
12.8592,7.3036
14.1416,10.7786
12.3782,6.2772
40.54,43.534
10.9802,8.526
12.6522,10.375
11.1298,6.165
37.89,45.276
25.656,27.002
21.914,14.0934
26.352,29.384
44.406,48.294
10.5048,-2.44
13.1788,11.9932
18.4964,24.268
11.7836,3.699
16.4222,13.0852
15.8668,9.1246
16.1918,8.2328
11.2126,6.7856
25.672,20.234
12.7068,10.9948
10.8138,1.11314
13.765,7.823
23.416,10.7708
11.5474,4.8812
15.6494,13.4636
14.1862,2.0926
10.1404,10.2674
11.6028,3.688
23.4,16.0086
11.0832,2.0358
15.0804,13.5008
10.6154,3.6792
14.8478,8.577
15.2062,9.9962
12.6656,2.8466
12.7178,-2.8422
12.5484,4.9512
11.2794,9.2084
18.6204,7.9248
18.9072,10.8282
17.6508,10.3388
10.3586,-1.48558
42.558,35.858
29.816,24.108
37.918,34.108
14.4364,9.7704
16.5902,11.4884
20.472,15.5508
10.9988,2.0346
40.682,41.984
20.272,13.3598
14.669,8.0518
12.0124,2.5568
14.4518,6.6822
10.0538,-5.3614
13.0958,0.59356
15.0772,7.769
10.073,11.4028
20.548,13.5052
10.2154,4.1152
11.4584,0.95906
10.3768,0.40842
12.7114,1.35722
19.5374,15.087
13.0318,10.6872
17.0344,8.483
18.3604,13.5962
12.004,1.8539
11.0408,0.304
10.1188,5.6428
11.4154,3.6902
15.2732,8.5918
11.7414,14.4058
10.6108,3.9738
16.5868,0.28908
26.788,18.1102
10.8738,1.2341
